Customer_ID,Street,City,State_Code,Postal_Code,Country,Seasonality_Segment,EA_Segment,Revenue_Bucket,Profit_Bucket,Market_Share_Segment,Casino_Size_Segment,Market_Potential_Segment,Churn_Segment,Competitiveness_Flag,Volume_Segment,Density_Segment,Propensity
Accoount 2436,794 Lucky Eagle Drive,Eagle Pass,TX,78852,USA,None,None,None,None,None,None,None,None,-,Medium,,L
Accoount 2437,114 Ragnitztalweg,Graz,,08047,AUT,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2438,1561 N. 164th E. Ave,Tulsa,OK,74146,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 2439,9295 Prototype Drive,Reno,NV,89521,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2440,711 Paragon Place,Marksville,LA,71351,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 2441,"2500 Dundee Road, Building 6",Northbrook,IL,60062,USA,None,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 2442,8000 E Texas St.,Bossier City,LA,71111,USA,None,None,None,None,None,None,None,None,-,High,Medium,-
Accoount 2443,777 EAST THIRD STREET,CARUTHERSVILLE,MO,63830,USA,None,None,None,None,M,L,M,None,-,Low,,-
Accoount 2444,279 EAST BENNETT AVENUE,CRIPPLE CREEK,CO,80813,USA,None,None,None,None,M,L,M,None,-,Medium,Medium,-
Accoount 2445,"AVENIDA DE VENCESLAU DE MORIAS
NO 215 EDIFICIO AIR WAY
BLOCK B 5 ANDAR (A1,B,C,D)",MACAU,,None,MAC,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2446,20415 HIGHWAY 16,DENHAM SPRINGS,LA,70726,USA,None,None,None,None,None,None,None,None,-,Medium,,-
Accoount 2447,"BLDG A PINNACLE OFFICE PARK, 85 EPPING RD",NORTH RYDE NSW,,02113,AUS,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2448,8345 W SUNSET ROAD,LAS VEGAS,NV,89113,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2449,308 MALLORY STATION ROAD,FRANKLIN,TN,3700067,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 2450,10220 ARISTOCRAT WAY,LAS VEGAS,NV,89135,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2451,10220 ARISTOCRAT WAY,LAS VEGAS,NV,89135,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2452,300 CHEMIN DES PLÉIADES,MONT-TREMBLANT,QC,J8E 0A7,CAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2453,1 AVENUE DU CASINO,MONTRÉAL,QC,H3C 4W7,CAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2454,4565 7TH AVENUE S.E.,Lacey,WA,98503,USA,None,None,None,None,None,None,None,None,-,Medium,,-
Accoount 2455,Calle 90 15-17 oficina 1302,Bogota,,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2456,111 West Harbor Drive,San Diego,CA,92101,USA,None,None,None,None,None,None,None,None,-,High,Medium,-
Accoount 2457,42008 Westech Road,Shawnee,OK,74804,USA,None,None,None,None,None,None,None,None,Yes,Medium,Medium,-
Accoount 2458,"3401 MALLORY  STATION ROAD, SUITE 300",FRANKLIN,TN,37067,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2459,10220 ARISTOCRAT WAY,LAS VEGAS,NV,89135,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2460,601 Southeast Boundary Street,Browning,MT,59417,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2461,12901 North Highway 77,Newkirk,OK,74647,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 2462,"15700 East State Hwy 9, Box C",Norman,OK,73026,USA,None,None,None,None,None,None,None,None,-,Medium,High,L
Accoount 2463,1500 North Country Club Blvd,Ada,OK,74820,USA,None,None,None,None,None,None,None,None,-,Low,Medium,-
Accoount 2464,235 NW 24th,Newcastle,OK,73065,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 2465,4305 Choctaw Rd,Calera,OK,74730,USA,None,None,None,None,None,None,None,None,-,High,High,-
Accoount 2466,1516 Hwy 271 South,Grant,OK,74738,USA,None,None,None,None,None,None,None,None,-,Low,High,L
Accoount 2467,765 Grand Casino Blvd.,Shawnee,OK,74804,USA,None,None,None,None,None,None,None,None,Yes,Medium,Medium,-
Accoount 2468,806 W Forest Ave,Eufaula,OK,74432,USA,None,None,None,None,None,None,None,None,-,Low,Medium,-
Accoount 2469,951 West 36th Street North,Tulsa,OK,74127,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 2470,8651 Quail,Perry,OK,73077,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 2471,4200 N. Broadway,Hinton,OK,73047,USA,None,None,None,None,None,None,None,None,-,Medium,High,L
Accoount 2472,12840 188th Ave SW,Rochester,WA,98579,USA,None,None,None,None,None,None,None,None,-,Medium,,L
Accoount 2473,270756 Highway 101,Sequin,WA,98382,USA,None,None,None,None,None,None,None,None,Yes,Low,,-
Accoount 2474,2117 Auburn Way South,South Auburn,WA,98002,USA,None,None,None,None,None,None,None,None,Yes,High,Low,L
Accoount 2475,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2476,49500 Seminole Drive,Cabazon,CA,92230,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2477,1 Cowlitz Way,Ridgefield,WA,98642,USA,None,None,None,None,None,None,None,None,-,Medium,,-
Accoount 2478,12885 Casino Drive,Anacortes,WA,98221,USA,None,None,None,None,None,None,None,None,Yes,Low,,-
Accoount 2479,205 W. Cherokee Blvd,Roland,OK,74954,USA,None,None,None,None,None,None,None,None,-,Medium,High,L
Accoount 2480,9047 US Hwy 62,Elgin,OK,73538,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 2481,123 Test,Santa Fe,NM,87507,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 2482,401 E Amado Rd,Palm Springs,CA,92262,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2483,777 Casino Ave.,Thackerville,OK,73459,USA,None,None,None,None,None,None,None,None,-,Medium,High,L
Accoount 2484,41207 Hardesty Rd.,Shawnee,OK,74801,USA,None,None,None,None,None,None,None,None,Yes,Medium,Medium,-
Accoount 2485,12875 N. Highway 77,Newkick,OK,74647,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,L
Accoount 2486,750841 S Hwy 177,Tryon,OK,74875,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 2487,902 S First Street,Madill,OK,73446,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 2488,"3401 MALLORY STATION ROAD
Suite 300",FRANKLIN,TN,37067,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2489,76700 Covelo Road,Covela,CA,95428,USA,None,None,None,None,None,None,None,None,-,Low,Medium,-
Accoount 2490,500 S.W. 177th Avenue,Miami,FL,33194,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2491,6850 AUSTIN CENTER BLVD,AUSTIN,TX,78731,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2492,10220 Aristocrat Way,Las Vegas,NV,89135,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2493,14300 W State Route 2,Airway Heights,WA,99001,USA,None,None,None,None,None,None,None,None,Yes,Medium,High,-
Accoount 2494,2024 W Main,Durant,OK,74702,USA,None,None,None,None,None,None,None,None,-,High,High,-
Accoount 2495,219 N. CENTER STREET,RENO,NV,89501,USA,,None,None,None,M,L,M,None,Yes,High,High,-
Accoount 2496,887 TRADEMARK DRIVE,RENO,NV,89521,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2497,514 State Highway 9,Carnegie,OK,73015,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 2498,UNIT 3 12-14 MANGROVE LANE,TAREN POINT NSW,,02229,AUS,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2499,"400 S. RAMPART BLVD., STE # 220",LAS VEGAS,NV,89145,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2500,PUERTA VERDE H 22,"AREQUIPA, PERU",,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2501,313 PILOT ROAD,LAS VEGAS,NV,89119,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2502,49500 Seminole Drive,Cabazon,CA,92230,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2503,1211 W 36th St N,Tulsa,OK,74127,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 2504,1038 W. Sycamore Rd.,Norman,OK,73072,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 2505,200 Main Street,Walthill,NE,68067,USA,None,None,None,None,None,None,None,None,-,Low,High,-
Accoount 2506,1795 Hwy 70  East,Kingston,OK,73439,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 2507,8000 E Texas St,Bossier,LA,71111,USA,None,None,None,None,None,None,None,None,-,High,Medium,-
Accoount 2508,159 GARRETSON AVE.,STATEN ISLAND,NY,10304,USA,None,None,None,None,None,None,None,None,-,High,Medium,-
Accoount 2509,10220 ARISTOCRAT WAY,LAS VEGAS,NV,89135,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2510,ONE BUFFINGTON HARBOR,GARY,IN,46406,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 2511,10220 ARISTOCRAT WAY,LAS VEGAS,NV,89135,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2512,202 South Eight Tribes Trail,Miami,OK,74355,USA,None,None,None,None,None,None,None,None,-,Low,Low,-
Accoount 2513,20621 Pascal Way,Lake Forest,CA,92630,USA,None,None,None,None,None,None,None,None,-,Low,High,-
Accoount 2514,ONE CAESARS PALACE DRIVE,LAS VEGAS,NV,89119,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2515,255 PARK STREET,DRESDEN,ON,N0P 1M0,CAN,,None,None,None,M,L,M,None,Yes,High,High,-
Accoount 2516,6165 South Valley View Boulevard,Las Vegas,NV,89118,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2517,220 E Cummins,Hinton,OK,73047,USA,None,None,None,None,None,None,None,None,-,Medium,High,L
Accoount 2518,5700 Pacific Highway East,Fife,WA,98424,USA,None,None,None,None,None,None,None,None,Yes,High,Low,-
Accoount 2519,10220 ARISTOCRAT WAY,LAS VEGAS,NV,89135,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2520,2300 Rock Springs Drive,Las Vegas,NV,89128,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2521,22223 Highway 29,Middletown,CA,95461,USA,None,None,None,None,None,None,None,None,Yes,Low,High,-
Accoount 2522,12305 150th Rd.,Mayetta,KS,66509,USA,None,None,None,None,None,None,None,None,-,Low,,L
Accoount 2523,7500 Highway 177,Red Rock,OK,74651,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 2524,230 S Country Road 414,South Coffeyville,OK,74072,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 2525,U.S. Highway 18,Martin,SD,57551,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 2526,52702 Highway 371,Anza,CA,92539,USA,None,None,None,None,None,None,None,None,Yes,High,High,L
Accoount 2527,3655 NW 87TH AVE,MIAMI,FL,33178,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2528,2402 Auburn Way S.,Auburn,WA,98002,USA,None,None,None,None,None,None,None,None,Yes,High,Low,-
Accoount 2529,711 DIAMOND JACKS BLVD,BOSSIER CITY,LA,71111,USA,,None,None,None,H,M,H,None,-,High,Medium,-
Accoount 2530,7889 HIGHWAY 57,ST. MICHAEL,ND,58370,USA,,None,None,None,H,M,H,None,-,Low,,-
Accoount 2531,27867 HWY 21,TOMAH,WI,54660,USA,None,None,None,None,H,L,L,None,-,Low,,-
Accoount 2532,100 JACKPOT PLACE,WYANDOTTE,OK,74370,USA,Highly Seasonal,Trend Follower,L,H,H,M,H,Minimal Change,-,Medium,Medium,M
Accoount 2533,1137 S. MAIN ST.,TONOPAH,NV,89049,USA,None,None,None,None,L,L,M,None,-,Low,Medium,-
Accoount 2534,220 EAST CUMMINS ROAD,HINTON,OK,73047,USA,Potentially Seasonal,Trend Follower,L,H,M,L,M,Minimal Change,-,Medium,High,M
Accoount 2535,1200 FUTURITY DR,SUNLAND PARK,NM,88063,USA,,None,L,H,L,M,H,Concerning,-,Low,,-
Accoount 2536,6000 W STATE ROUTE 63,LEBANON,OH,45036,USA,Potentially Seasonal,Early Adopter,M,H,M,H,VH,Minimal Change,Yes,High,Low,H
Accoount 2537,7474 SOUTH CAMINO DE OESTE,TUCSON,AZ,85746,USA,None,None,None,None,None,None,None,None,Yes,Medium,High,-
Accoount 2538,3417 KNIPP DR.,JEFFERSON CITY,MO,65102,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2539,303 Poarch Road,Atmore,AL,36502,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 2540,10700 ALLEN DR.,TONKAWA,OK,74653,USA,,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 2541,506 S 1ST ST.,IMMOKALEE,FL,34142,USA,Highly Seasonal,Early Adopter,H,H,M,M,H,Minimal Change,Yes,Low,,M
Accoount 2542,7932 HIGHWAY 24,FORT YATES,ND,58538,USA,,None,None,None,M,M,H,None,-,Low,,-
Accoount 2543,711 PARAGON PLACE,MARKSVILLE,LA,71351,USA,,None,M,H,H,M,H,Minimal Change,-,Low,,M
Accoount 2544,2101 TEXAS STAR LANE,N. LAS VEGAS,NV,89032,USA,,None,L,L,M,H,VH,Concerning,Yes,High,High,-
Accoount 2545,1900 S. CASINO DRIVE,LAUGHLIN,NV,89029,USA,Non Seasonal,Trend Follower,M,H,M,M,H,Minimal Change,Yes,High,High,M
Accoount 2546,1201 CALIFORNIA NORTHEAST,ALBUQUERQUE,NM,87108,USA,Potentially Seasonal,None,L,H,M,M,H,Minimal Change,-,High,Medium,M
Accoount 2547,1901 N. RANCHO DR.,LAS VEGAS,NV,89106,USA,Potentially Seasonal,None,L,H,H,L,L,Minimal Change,Yes,High,High,M
Accoount 2548,MIGUEL ANSORENA 23,PUCON,,05645,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2549,601 Southeast Boundary Street,Browning,MT,54917,USA,Potentially Seasonal,None,None,None,None,None,None,Minimal Change,-,Medium,High,-
Accoount 2550,1720 W CHARLESTON BLVD,LAS VEGAS,NV,89102,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 2551,"4171 DISTRIBUTION CIR
Suite 101",NORTH LAS VEGAS,NV,89030,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2552,1054 Pocahontas Trail,King William,VA,23086,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 2553,2000 LAS VEGAS BLVD SOUTH,LAS VEGAS,NV,89104,USA,Potentially Seasonal,Late Adopter,M,H,M,L,M,Minimal Change,Yes,High,High,H
Accoount 2554,7741 M 72 EAST,WILLIAMSBURG,MI,49690,USA,Non Seasonal,None,L,H,L,M,H,Minimal Change,Yes,Medium,Low,M
Accoount 2555,1041 GRASS VALLEY RD,WINNEMUCCA,NV,89445,USA,None,None,None,None,None,None,None,None,-,Low,Medium,-
Accoount 2556,1121 GOLDFINCH ROAD,HORTON,KS,66439,USA,,None,L,H,M,L,M,Minimal Change,Yes,Low,,-
Accoount 2557,PO BOX 26,HAWTHORNE,NV,89415,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 2558,31501 US HWY 75,RAMONA,OK,74061,USA,Potentially Seasonal,Trend Follower,L,M,H,L,L,Minimal Change,-,Low,,L
Accoount 2559,1790 S PARK DR,BROKEN BOW,OK,74728,USA,Potentially Seasonal,Late Adopter,L,H,M,L,M,Minimal Change,-,Low,High,M
Accoount 2560,11111 WILSON ROAD,NEW BUFFALO,MI,49117,USA,Potentially Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,Yes,Medium,,H
Accoount 2561,514 OKLAHOMA 9,CARNEGIE,OK,73015,USA,Potentially Seasonal,,L,M,None,None,None,Minimal Change,-,Medium,Medium,-
Accoount 2562,8 Fremont Street,Las Vegas,NV,89101,USA,Potentially Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,Yes,High,High,H
Accoount 2563,6085 S FORT APACHE RD STE 100,LAS VEGAS,NV,89148,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2564,2808 VISTA BLVD,SPARKS,NV,89434,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 2565,886 S BOULDER HWY,HENDERSON,NV,89015,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2566,500 N. SIERRA STREET,RENO,NV,89503,USA,Potentially Seasonal,Early Adopter,L,H,L,L,M,Minimal Change,Yes,High,High,M
Accoount 2567,1220 S HIGHWAY 160,PAHRUMP,NV,89048,USA,,None,None,None,L,L,M,None,-,Low,Medium,M
Accoount 2568,N5384 HWY 45 NORTH,WATERSMEET,MI,49969,USA,Potentially Seasonal,Late Adopter,M,H,M,L,M,Minimal Change,-,Low,,M
Accoount 2569,"39375 COUNTY HWY. 24, ATTN.GAMING COMM/TECH SHOP",MORTON,MN,56270,USA,,None,L,H,M,M,H,Minimal Change,Yes,Low,,M
Accoount 2570,2186 SHUNK ROAD,SAULT STE MARIE,MI,49783,USA,,None,L,H,L,L,M,Minimal Change,Yes,Medium,Medium,-
Accoount 2571,132 LAWRENCE ST.,CENTRAL CITY,CO,80427,USA,Potentially Seasonal,None,L,H,H,L,L,Minimal Change,Yes,High,Medium,-
Accoount 2572,1420 CORNELL AVE,LOVELOCK,NV,89419,USA,,None,L,H,L,L,M,None,-,Low,Medium,M
Accoount 2573,"PUNTA ARENAS S.A., OHIGGINS 1235",PUNTA ARENAS,,None,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2574,815 EAST PILOT ROAD #G,Las Vegas,,89119,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2575,RT 1 42K,DEVOL,OK,73531,USA,Highly Seasonal,Early Adopter,M,H,H,M,H,Minimal Change,-,Medium,Medium,M
Accoount 2576,1 SKY RIVER PKWY,ELK GROVE,CA,95757,USA,,None,None,None,None,None,None,None,Yes,High,High,M
Accoount 2577,"1401 New York 300, Suite A120",Newburgh,NY,12550,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2578,4070 ARVILLE ST,LAS VEGAS,NV,89103,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2579,350 TROLLEY LINE BLVD.,MASHANTUCKET,CT,06338,USA,Highly Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,Yes,High,,H
Accoount 2580,200 FREMONT STREET,LAS VEGAS,NV,89101,USA,Potentially Seasonal,Late Adopter,M,H,L,M,H,Minimal Change,Yes,High,High,H
Accoount 2581,900 E HWY 95 N,BEATTY,NV,89003,USA,,None,L,H,H,L,L,Minimal Change,-,Low,Medium,M
Accoount 2582,1430 BOIS FORTE ROAD,TOWER,MN,55790,USA,Highly Seasonal,Late Adopter,M,H,M,L,M,Minimal Change,-,Medium,High,M
Accoount 2583,"I-40, WEST MILE MARKER 108",CASA BLANCA,NM,87007,USA,,,L,H,H,L,L,Minimal Change,Yes,Low,,M
Accoount 2584,7665 CORPORATE CENTER DR,MIAMI,FL,33126,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2585,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2586,73829 BASELINE ROAD,TWENTY NINE PALMS,CA,92277,USA,Potentially Seasonal,None,L,H,M,L,M,Concerning,Yes,High,High,M
Accoount 2587,"1501 BISCAYNE BLVD, STE 500",MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2588,4012 S RAINBOW BLVD,LAS VEGAS,NV,89103,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2589,1062 GRASS VALLEY RD,WINNEMUCCA,NV,89445,USA,None,None,None,None,None,None,None,None,-,Low,Medium,-
Accoount 2590,4178 KOVAL LANE,LAS VEGAS,NV,89109,USA,Highly Seasonal,Trend Follower,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 2591,120 MARKET ST.,HENDERSON,NV,89015,USA,Potentially Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 2592,301 BELL ST,DUBUQUE,IA,52001,USA,Highly Seasonal,,M,H,M,M,H,Minimal Change,-,Low,,M
Accoount 2593,1800 SOUTHWEST 3RD STREET,POMPANO BEACH,FL,33069,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 2594,16601 WEST SOUTH AVENUE,TONKAWA,OK,74653,USA,Potentially Seasonal,Early Adopter,M,H,None,None,None,Minimal Change,-,Medium,Medium,M
Accoount 2595,777 HOLLYWOOD CASINO BOULEVARD,KANSAS CITY,KS,66111,USA,Potentially Seasonal,Early Adopter,M,H,M,H,VH,Minimal Change,Yes,High,Low,M
Accoount 2596,"M.B. BYBEE CO. INC., 805 GREAT BASIN BLVD.",ELY,NV,89301,USA,Potentially Seasonal,,L,H,M,L,M,Minimal Change,-,High,High,M
Accoount 2597,7114 SHONGOBEE ROAD NW,WALKER,MN,56484,USA,,None,L,H,M,L,M,None,-,Low,High,-
Accoount 2598,1106 NORTH 6TH STREET,PERRY,OK,73077,USA,Potentially Seasonal,,L,H,None,None,None,Minimal Change,-,Low,,-
Accoount 2599,1420 MERIDIAN RD NE,CALGARY,AB,T2A 2N9,CAN,Highly Seasonal,Early Adopter,L,H,M,M,H,Minimal Change,Yes,High,Medium,M
Accoount 2600,777 River City Casino Boulevard,St. Louis,MO,63125,USA,Potentially Seasonal,Early Adopter,M,H,M,H,VH,Encouraging,Yes,High,Low,H
Accoount 2601,10005 East Osborn Road,Scottsdale,AZ,85256,USA,None,None,None,None,None,None,None,None,Yes,High,Low,-
Accoount 2602,5400 W 29TH AVE,GARY,IN,46406,USA,Potentially Seasonal,Early Adopter,M,H,None,None,None,Minimal Change,Yes,High,Medium,M
Accoount 2603,111 MONUMENT CIR,INDIANAPOLIS,IN,46204,USA,None,None,None,None,None,None,None,None,Yes,Medium,,-
Accoount 2604,2700 Edenborn,Metairie,LA,70002,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 2605,6005 17A HWY,DELTA,BC,V4K 5B8,CAN,None,None,None,None,None,None,None,None,-,Medium,High,M
Accoount 2606,865 S. ROCK BLVD.,SPARKS,NV,89431,USA,Potentially Seasonal,None,L,H,L,L,M,Minimal Change,Yes,High,High,M
Accoount 2607,55 HIGHWAY 50,STATELINE,NV,89449,USA,,None,L,H,M,L,M,Minimal Change,Yes,Medium,Medium,M
Accoount 2608,2700 S. CASINO DRIVE,LAUGHLIN,NV,89029,USA,,None,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 2609,25230 E. HWY 62,HARRAH,OK,73045,USA,Highly Seasonal,Late Adopter,L,H,H,L,L,Minimal Change,-,Medium,High,M
Accoount 2610,5288 BOULDER HWY.,LAS VEGAS,NV,89122,USA,Highly Seasonal,None,L,H,H,L,L,Minimal Change,Yes,High,High,M
Accoount 2611,33 W WINNEMUCCA BLVD,WINNEMUCCA,NV,89445,USA,Potentially Seasonal,None,L,H,H,L,L,Minimal Change,-,Low,Medium,M
Accoount 2612,1 FULTON STREET,BUFFALO,NY,14204,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,-,Medium,High,M
Accoount 2613,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2614,3236 HIGHWAY 26,WARM SPRINGS,OR,97761,USA,,None,L,H,M,L,M,Minimal Change,-,Low,,-
Accoount 2615,3655 NE 87TH AVENUE,MIAMI,FL,33178,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2616,77 Wind Creek Boulevard,Bethlehem,PA,18015,USA,Highly Seasonal,,M,H,M,H,VH,Minimal Change,-,Medium,,M
Accoount 2617,8995 LEMMON DR,RENO,NV,89506,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 2618,11000 ROCKAWAY BLVD,JAMAICA,NY,11420,USA,None,None,None,None,None,None,None,None,-,High,Medium,-
Accoount 2619,777 GRAND AVE.,ONAMIA,MN,56359,USA,Potentially Seasonal,Trend Follower,L,H,M,H,VH,Minimal Change,Yes,High,Medium,M
Accoount 2620,700 GRAND AVE,ONAMIA,MN,56359,USA,None,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 2621,112 N MAIN STREET,TONOPAH,NV,89049,USA,,None,None,None,M,L,M,None,-,Low,Medium,-
Accoount 2622,3300 West Desert Inn Road,Las Vegas,NV,89102,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2623,8 CANAL STREET,NEW ORLEANS,LA,70130,USA,Highly Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,-,Medium,Medium,M
Accoount 2624,1100 NUGGET AVE,SPARKS,NV,89431,USA,,,L,H,M,M,H,Minimal Change,Yes,High,High,M
Accoount 2625,3655 NW 87TH AVE,MIAMI,FL,33178,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2626,670 S US HWY 95,SEARCHLIGHT,NV,89046,USA,Highly Seasonal,,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 2627,7500 US HWY 177,RED ROCK,OK,74651,USA,Non Seasonal,Late Adopter,L,M,None,None,None,Minimal Change,-,Low,,L
Accoount 2628,5640 NORTH LA CANN ROAD,NEWKIRK,OK,74647,USA,Potentially Seasonal,None,L,H,M,L,M,None,-,Medium,Medium,-
Accoount 2629,204 DAKOTA DUNES WAY,WHITECAP,SK,S7K 2L2,CAN,,Early Adopter,L,H,M,L,M,Minimal Change,-,Low,Medium,M
Accoount 2630,8978 Spanish Ridge Avenue #100,Las Vegas,NV,89148,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 2631,3655 Northwest 87th Avenue,Doral,FL,33178,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2632,80 CASINO DRIVE,GRAND PORTAGE,MN,55605,USA,,Trend Follower,L,H,M,L,M,Minimal Change,Yes,Low,,M
Accoount 2633,711 LUCKY LANE,ROBINSONVILLE,MS,38664,USA,Non Seasonal,Early Adopter,H,H,None,None,None,Minimal Change,Yes,High,Low,H
Accoount 2634,5011 E. CRAIG ROAD,LAS VEGAS,NV,89115,USA,,None,None,None,L,L,M,None,Yes,High,High,-
Accoount 2635,1 SEMINOLE WAY,FORT LAUDERDALE,FL,33314,USA,Non Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,Yes,High,High,H
Accoount 2636,70220 E HIGHWAY 60,WYANDOTTE,OK,74370,USA,Highly Seasonal,Early Adopter,M,H,H,M,H,Encouraging,-,Medium,Medium,M
Accoount 2637,7301 PARKWAY DR,HANOVER,MD,21076,USA,None,None,None,None,None,None,None,None,Yes,Medium,High,-
Accoount 2638,"Local PB, Hotel Sheraton, Urbanización Vía Israel y Calle 77 y Corregimiento de San Francisco",Panama,,None,PAN,,None,None,None,None,None,None,None,-,-,-,-
